,anime,season,year,category,songname,artist,link,extra
1805,Subarashiki Kono Sekai The Animation,Spring 2021,2021,Opening Theme,Twister -Animation OP Ver_-,MJR, ,
1806,Subarashiki Kono Sekai The Animation,Spring 2021,2021,Ending Theme,Carpe Diem,ASCA,https://open.spotify.com/track/2twEDKgzKLoIsRPeFWlv7W,
1807,"Suki tte Ii na yo. (Say ""I Love You."")",Fall 2012,2012,Opening Theme,Friendship ~ for Sukitte Ii na yo_ (Friendship～for 好きっていいなよ。),Ritsuko Okazaki, ,
1808,"Suki tte Ii na yo. (Say ""I Love You."")",Fall 2012,2012,Ending Theme,slow dance,Suneohair,https://open.spotify.com/track/4vOl50LbPD55ojkS16AHKh,
1809,"Suki tte Ii na yo. (Say ""I Love You."")",Fall 2012,2012,Ending Theme,Sarari (さらり),Suneohair,https://open.spotify.com/track/7t7m1nmknDDdlplEhlnHMX,
1810,"Suki tte Ii na yo. Dareka ga (Say ""I Love You."" OVA)",,1900,Opening Theme,Friendship ~ for Sukitte Ii na yo_ (Friendship～for 好きっていいなよ。),Ritsuko Okazaki, ,
1811,"Suki tte Ii na yo. Dareka ga (Say ""I Love You."" OVA)",,1900,Ending Theme,slow dance,Suneohair,https://open.spotify.com/track/4vOl50LbPD55ojkS16AHKh,
1812,Summer Wars,,1900,Ending Theme,Bokura no Natsu no Yume,Tatsuro Yamashita_, ,
1813,Super Cub,Spring 2021,2021,Opening Theme,Mahou no Kaze (まほうのかぜ),Akane Kumada,https://open.spotify.com/track/6pmagdvWHvHMiy5HgXcP8x,
1814,Super Cub,Spring 2021,2021,Ending Theme,Haru e no Dengon (春への伝言),"Yuki Yomichi, Ayaka Nanase, Natsumi Hioka",https://open.spotify.com/track/3GDyAyte0QurCU0vHLYwxl,
1815,Super Shiro,Fall 2019,2019,Ending Theme,SUPER SHIRO,Miyuhan (みゆはん),https://open.spotify.com/track/4I06IqH4OPB6Ah1OXlBBZD,
1816,Suzumiya Haruhi no Shoushitsu,,1900,Opening Theme,Bouken Desho Desho_ (冒険でしょでしょ_),Aya Hirano,https://open.spotify.com/track/2y1T5sgYNFfSQbPFRwc7iG,
1817,Suzumiya Haruhi no Shoushitsu,,1900,Ending Theme,Yasashii Boukyaku (優しい忘却),Minori Chihara,https://open.spotify.com/track/5eHN8O4eo3E1gh7hq0R7EN,
1818,Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya),Spring 2006,2006,Opening Theme,Koi no Mikuru Densetsu (恋のミクル伝説),Yuko Goto as Mikuru Asahina,https://open.spotify.com/track/1SQ0z3rAndqnUjImZxFaB4,
1819,Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya),Spring 2006,2006,Opening Theme,Bouken Desho Desho_ (冒険でしょでしょ_),Aya Hirano,https://open.spotify.com/track/2y1T5sgYNFfSQbPFRwc7iG,
1820,Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya),Spring 2006,2006,Ending Theme,Hare Hare Yukai (ハレ晴レユカイ),"Aya Hirano, Minori Chihara, and Yuko Goto",https://open.spotify.com/track/4UvfjzLmFls3J4K7FMJqiI,
1821,Suzumiya Haruhi no Yuuutsu (The Melancholy of Haruhi Suzumiya),Spring 2006,2006,Ending Theme,Bouken Desho Desho_ (冒険でしょでしょ_),Aya Hirano,https://open.spotify.com/track/2y1T5sgYNFfSQbPFRwc7iG,
1822,Suzumiya Haruhi no Yuuutsu (2009),Spring 2009,2009,Opening Theme,Super Driver,Aya Hirano,https://open.spotify.com/track/5YBps2NB0fgTf79GJt0NAQ,
1823,Suzumiya Haruhi no Yuuutsu (2009),Spring 2009,2009,Ending Theme,Tomare! (止マレ!),"Aya Hirano, Yuko Goto, Minori Chihara",https://open.spotify.com/track/1sCqHavey5kFrnJ1ZJRo4y,
1824,Sword Art Online,Summer 2012,2012,Opening Theme,crossing field,LiSA,https://open.spotify.com/track/0zxgnfOWkAt0xA30KRoERq,
1825,Sword Art Online,Summer 2012,2012,Opening Theme,INNOCENCE,Aoi Eir,https://open.spotify.com/track/0N63llGavaESfPRIZkDkvL,
1826,Sword Art Online,Summer 2012,2012,Ending Theme,Yume Sekai (ユメセカイ),Haruka Tomatsu,https://open.spotify.com/track/1OvEX9vVeP0AlkQd3T0hHX,
1827,Sword Art Online,Summer 2012,2012,Ending Theme,Overfly,Luna Haruna,https://open.spotify.com/track/5KQk3xqndCMM8kQkS0tfOT,
1828,Sword Art Online,Summer 2012,2012,Ending Theme,crossing field,LiSA,https://open.spotify.com/track/0zxgnfOWkAt0xA30KRoERq,
1829,Sword Art Online Alternative: Gun Gale Online,Spring 2018,2018,Opening Theme,Ryuusei (流星),Eir Aoi,https://open.spotify.com/track/08qU2grYIu0XldcJZ7jEOb,
1830,Sword Art Online Alternative: Gun Gale Online,Spring 2018,2018,Ending Theme,To see the future,Karen Kohiruimaki (Tomori Kusunoki), ,
1831,Sword Art Online Alternative: Gun Gale Online - Refrain,,1900,Opening Theme,Ryuusei (流星),Eir Aoi,https://open.spotify.com/track/65nY6YE6AezagJqG3EUPua,
1832,Sword Art Online Alternative: Gun Gale Online - Refrain,,1900,Ending Theme,To see the future,Karen Kohiruimaki (Tomori Kusunoki), ,
1833,Sword Art Online II,Summer 2014,2014,Opening Theme,IGNITE,Eir Aoi,https://open.spotify.com/track/5ivhfpfnoHhD8rUI2t3aJG,
1834,Sword Art Online II,Summer 2014,2014,Opening Theme,courage,Haruka Tomatsu,https://open.spotify.com/track/1489XasC9uGNxGr3rXkLnX,
1835,Sword Art Online II,Summer 2014,2014,Opening Theme,Separate Ways (セパレイト・ウェイズ),Haruka Tomatsu,https://open.spotify.com/track/1P9NZPpcxA8FePLvR9STJL,
1836,Sword Art Online II,Summer 2014,2014,Ending Theme,IGNITE,Eir Aoi,https://open.spotify.com/track/5ivhfpfnoHhD8rUI2t3aJG,
1837,Sword Art Online II,Summer 2014,2014,Ending Theme,Startear,Luna Haruna,https://open.spotify.com/track/48xEffQbygGNSxvZs2onCe,
1838,Sword Art Online II,Summer 2014,2014,Ending Theme,No More Time Machine,LiSA,https://open.spotify.com/track/3w87wrXLQsUSEaqVpp7aLQ,
1839,Sword Art Online II,Summer 2014,2014,Ending Theme,Shirushi (シルシ),LiSA,https://open.spotify.com/track/6shqTPLADEpK31Qgi8LC7k,
1840,Sword Art Online II: Debriefing,,1900,Opening Theme,IGNITE,Eir Aoi,https://open.spotify.com/track/31SuCrp01d0kxfkbeEaVww,
1841,Sword Art Online II: Debriefing,,1900,Ending Theme,Startear,Luna Haruna,https://open.spotify.com/track/38V08pHESW17gjuCPLyDrj,
1842,Sword Art Online Movie: Ordinal Scale,,1900,Ending Theme,Catch the Moment,LiSA,https://open.spotify.com/track/6vRkYTrWDzzVrZTqBJFR0u,
1843,Sword Art Online: Alicization,Fall 2018,2018,Opening Theme,ADAMAS,LiSA,https://open.spotify.com/track/6RpBs7BsS9oiHKtzJXsMOS,
1844,Sword Art Online: Alicization,Fall 2018,2018,Opening Theme,RESISTER,ASCA,https://open.spotify.com/track/4L2A9Sgn15oYBVy64mfvqj,
1845,Sword Art Online: Alicization,Fall 2018,2018,Ending Theme,Iris (アイリス),Eir Aoi,https://open.spotify.com/track/5CaIWDtolKHAAlI6JxMbVN,
1846,Sword Art Online: Alicization,Fall 2018,2018,Ending Theme,forget-me-not,ReoNa,https://open.spotify.com/track/6DCOPYnwHSpJ0GCKaXdjn5,
1847,Sword Art Online: Alicization,Fall 2018,2018,Ending Theme,Niji no Kanata ni (虹の彼方に),ReoNa,https://open.spotify.com/track/73EQPKdoo72AxZXJ7Xhiq1,
1848,Sword Art Online: Alicization - Recollection,,1900,Opening Theme,RESISTER,ASCA,https://open.spotify.com/track/5bsGv6kAydbH8VTW0xup9D,
1849,Sword Art Online: Alicization - Recollection,,1900,Ending Theme,forget-me-not,ReoNa,https://open.spotify.com/track/6DCOPYnwHSpJ0GCKaXdjn5,
1850,Sword Art Online: Alicization - War of Underworld,Fall 2019,2019,Opening Theme,Resolution,Haruka Tomatsu,https://open.spotify.com/track/5vaJU5vIRhx6d6lgyYR1Bb,
1851,Sword Art Online: Alicization - War of Underworld,Fall 2019,2019,Ending Theme,unlasting,LiSA,https://open.spotify.com/track/3SlQVRQAgsc6ac6UBM9dIk,
1852,Sword Art Online: Alicization - War of Underworld 2nd Season,Summer 2020,2020,Opening Theme,ANIMA,ReoNa,https://open.spotify.com/track/2j1r3ubqqxuoTFaPVnTV1j,
1853,Sword Art Online: Alicization - War of Underworld 2nd Season,Summer 2020,2020,Ending Theme,I will,Eir Aoi,https://open.spotify.com/track/2BTIKSOhf3X8OA3LWbFW2U,
1854,Sword Art Online: Alicization - War of Underworld 2nd Season,Summer 2020,2020,Ending Theme,ANIMA,ReoNa,https://open.spotify.com/track/2j1r3ubqqxuoTFaPVnTV1j,
1855,Sword Art Online: Alicization - War of Underworld Reflection,,1900,Ending Theme,Blazing the future,"Kirito (Yoshitsugu Matsuoka), Eugeo (Shimazaki Nobunaga), and Alice (Ai Kayano)", ,
1856,Sword Art Online: Extra Edition,,1900,Opening Theme,crossing field,LiSA,https://open.spotify.com/track/0zxgnfOWkAt0xA30KRoERq,
1857,Sword Art Online: Extra Edition,,1900,Ending Theme,Niji no Oto (虹の音),Eir Aoi,https://open.spotify.com/track/0PQjMVtI9hNKKf7rOyV94S,
1858,Tada-kun wa Koi wo Shinai (Tada Never Falls in Love),Spring 2018,2018,Opening Theme,Otomodachi Film (オトモダチフィルム),Masayoshi Ooishi, ,
1859,Tada-kun wa Koi wo Shinai (Tada Never Falls in Love),Spring 2018,2018,Ending Theme,Love Song (ラブソング),Teresa Wagner (CV_ Manaka Iwami), ,
1860,Taisou Zamurai (The Gymnastics Samurai),Fall 2020,2020,Opening Theme,Shanghai Honey (上海ハニー),"Joutarou Aragaki (Daisuke Namikawa), Leonardo (Kensho Ono), Tetsuo Minamino (Yuki Kaji)", ,
1861,Taisou Zamurai (The Gymnastics Samurai),Fall 2020,2020,Ending Theme,Shanghai Honey (上海ハニー),"Joutarou Aragaki (Daisuke Namikawa), Leonardo (Kensho Ono), Tetsuo Minamino (Yuki Kaji)", ,
1862,Taisou Zamurai (The Gymnastics Samurai),Fall 2020,2020,Ending Theme,Yume ja Nai (夢_（ゆめじゃない）),Hatena (はてな),https://open.spotify.com/track/1DAJpvV2JWXgx1RMR2qyBq,
1863,Tamayomi (TAMAYOMI: The Baseball Girls),Spring 2020,2020,Opening Theme,Never Let You Go!,Naho (七穂),https://open.spotify.com/track/5cxnkH3kOL0F1dgqlfphMW,
1864,Tamayomi (TAMAYOMI: The Baseball Girls),Spring 2020,2020,Ending Theme,Plus Minus Zero no Housoku (プラスマイナスゼロの法則),Shingoshigaya Koukou Joshi Yakyuubu (新越谷高校女子野球部),https://open.spotify.com/track/5FeKAEY2ElKyqm0FUqzcLq,
1865,"Tantei wa Mou, Shindeiru. (The Detective Is Already Dead)",Summer 2021,2021,Opening Theme,Koko de Ikiteru_ (ここで生きてる。),Mary x jon-YAKITORY (めありー×jon-YAKITORY),https://open.spotify.com/track/18MFFBKQ9ocC5ylPHlRfBH,
1866,"Tantei wa Mou, Shindeiru. (The Detective Is Already Dead)",Summer 2021,2021,Ending Theme,Koko de Ikiteru_ (ここで生きてる。),Mary x jon-YAKITORY (めありー×jon-YAKITORY),https://open.spotify.com/track/18MFFBKQ9ocC5ylPHlRfBH,
1867,"Tantei wa Mou, Shindeiru. (The Detective Is Already Dead)",Summer 2021,2021,Ending Theme,Kodou (鼓動),Nana Kagura (カグラナナ),https://open.spotify.com/track/0PgUk4FCxnsqIeHDzAbW2O,
1868,Tate no Yuusha no Nariagari (The Rising of the Shield Hero),Winter 2019,2019,Opening Theme,RISE,MADKID,https://open.spotify.com/track/1p8B91IjEd9fjOPOSsEN75,
1869,Tate no Yuusha no Nariagari (The Rising of the Shield Hero),Winter 2019,2019,Opening Theme,FAITH,MADKID,https://open.spotify.com/track/44lKrkOoVAfim3282BcnUc,
1870,Tate no Yuusha no Nariagari (The Rising of the Shield Hero),Winter 2019,2019,Ending Theme,RISE,MADKID, ,
1871,Tate no Yuusha no Nariagari (The Rising of the Shield Hero),Winter 2019,2019,Ending Theme,Kimi no Namae (きみの名前),Chiai Fujikawa (藤川千愛),https://open.spotify.com/track/5BbCTsFpRotDXwfdvnw6DI,
1872,Tate no Yuusha no Nariagari (The Rising of the Shield Hero),Winter 2019,2019,Ending Theme,Falling Through Starlight,Asami Seto,https://open.spotify.com/track/6FUTdasbZ23AIuIWfEekZ8,
1873,Tate no Yuusha no Nariagari (The Rising of the Shield Hero),Winter 2019,2019,Ending Theme,Atashi ga Tonari ni Iru Uchi ni (あたしが隣にいるうちに),Chiai Fujikawa (藤川千愛),https://open.spotify.com/track/2OIDODhCwRMp217BXRgkRM,
1874,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Winter 2021,2021,Opening Theme,Tatoeba Sore wa Yuuki no Mahou (たとえばそれは勇気の魔法),Haruka Yamazaki,https://open.spotify.com/track/3lYXEFRnsSbcrAOwPrVxeX,
1875,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Winter 2021,2021,Ending Theme,I'mpossible_,Luce Twinkle Wink☆,https://open.spotify.com/track/74Qw7z6i88vnSanzuzOp7l,
1876,Tejina-senpai (Magical Sempai),Summer 2019,2019,Opening Theme,FANTASTIC ILLUSION,i☆Ris,https://open.spotify.com/track/4nGPoqgNCPD9AD4qbSQO3l,
1877,Tejina-senpai (Magical Sempai),Summer 2019,2019,Ending Theme,Dame wa Dame (ダメハダメ),Minori Suzuki,https://open.spotify.com/track/4vD8z9TDKSb0eqJ2SD5nIe,
1878,Tenchi Souzou Design-bu (Heaven's Design Team),Winter 2021,2021,Opening Theme,Give It Up_,96neko (96猫),https://open.spotify.com/track/6dJqNfKmEz64garAEuZBtp,
1879,Tenchi Souzou Design-bu (Heaven's Design Team),Winter 2021,2021,Ending Theme,DESIGNED BY HEAVEN!,"Shimoda (Junya Enoki), Ueda (Yumo Hara)",https://open.spotify.com/track/5msvHBRISmdCmdqua2KfJi,
1880,Tenchi Souzou Design-bu: Idea 13 (Heaven's Design Team: Idea 13),,1900,Opening Theme,Give It Up_,96neko (96猫),https://open.spotify.com/track/6dJqNfKmEz64garAEuZBtp,
1881,Tenchi Souzou Design-bu: Idea 13 (Heaven's Design Team: Idea 13),,1900,Ending Theme,DESIGNED BY HEAVEN!,"Shimoda (Junya Enoki), Ueda (Yumo Hara)",https://open.spotify.com/track/5msvHBRISmdCmdqua2KfJi,
1882,Tenka Hyakken: Meiji-kan e Youkoso!,Fall 2019,2019,Opening Theme,"Aka, Hana o Sakasete",Ohanamishuu Tsubaki-gumi,https://open.spotify.com/track/2kWM9Ba0HuGcoCmac3Ky6l,
1883,Tenki no Ko (Weathering with You),,1900,Ending Theme,Ai ni Dekiru Koto wa Mada Aru Kai (愛にできることはまだあるかい; Is There Still Anything That Love Can Do_),RADWIMPS,https://open.spotify.com/track/0PUoNLjLtrSCNwIvvbERS2,
1884,Tenki no Ko (Weathering with You),,1900,Ending Theme,Daijoubu (Movie Edit) (大丈夫; We'll be Alright),RADWIMPS,https://open.spotify.com/track/3TkNG3lYmJHk2Ftj4zy0I5,
1885,Tensai Ouji no Akaji Kokka Saisei Jutsu,Winter 2022,2022,Opening Theme,LEVEL,Nagi Yanagi and THE SIXTH LIE,https://open.spotify.com/track/5KAGowqL2Rfmocrgh9cKjF,
1886,Tensai Ouji no Akaji Kokka Saisei Jutsu,Winter 2022,2022,Ending Theme,Hitori to Kimi to (ヒトリとキミと),Yoshino Nanjou,https://open.spotify.com/track/7Lr6zxhUdO5mwu5pGItYAu,
1887,Tensei shitara Ken Deshita (Reincarnated as a Sword),Fall 2022,2022,Opening Theme,Tensei Shitara Ken deshita (転生したら剣でした),Kishida Kyoudan & The Akeboshi Rockets, ,
1888,Tensei shitara Ken Deshita (Reincarnated as a Sword),Fall 2022,2022,Ending Theme,more＜STRONGLY,Maon Kurosaki, ,
1889,Tensei shitara Slime Datta Ken,Fall 2018,2018,Opening Theme,Nameless story,Takuma Terashima,https://open.spotify.com/track/0DR2YxEHLwmb3ZLcqHbjN2,
1890,Tensei shitara Slime Datta Ken,Fall 2018,2018,Opening Theme,Meguru Mono (メグルモノ),Takuma Terashima,https://open.spotify.com/track/4ssMX3TcBfOlyWRvQxJywV,
1891,Tensei shitara Slime Datta Ken,Fall 2018,2018,Ending Theme,Nameless story,Takuma Terashima,https://open.spotify.com/track/0DR2YxEHLwmb3ZLcqHbjN2,
1892,Tensei shitara Slime Datta Ken,Fall 2018,2018,Ending Theme,Another colony,TRUE,https://open.spotify.com/track/3pJIBjrTwknFm7orJJM3YH,
1893,Tensei shitara Slime Datta Ken,Fall 2018,2018,Ending Theme,Little Soldier (リトルソルジャー),Azusa Tadokoro,https://open.spotify.com/track/4ESR8uG70TFcWKqtePEJpo,
1894,Tensei shitara Slime Datta Ken 2nd Season,Winter 2021,2021,Opening Theme,Storyteller,TRUE,https://open.spotify.com/track/1bylyPZfjMgMEi92lW8nEt,
1895,Tensei shitara Slime Datta Ken 2nd Season,Winter 2021,2021,Ending Theme,STORYSEEKER,STEREO DIVE FOUNDATION,https://open.spotify.com/track/4eBgSyDDQqKHyxCvkqghs7,
1896,Tensei shitara Slime Datta Ken 2nd Season Part 2,Summer 2021,2021,Opening Theme,Like Flames,MindaRyn,https://open.spotify.com/track/33w3r7av1feaIpEoIdCFyv,
1897,Tensei shitara Slime Datta Ken 2nd Season Part 2,Summer 2021,2021,Ending Theme,Reincarnate,Takuma Terashima,https://open.spotify.com/track/5osgKGvGB4ZEvkw406QxDr,
1898,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,,1900,Opening Theme,Storyteller,TRUE,https://open.spotify.com/track/1bylyPZfjMgMEi92lW8nEt,
1899,Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,,1900,Ending Theme,STORYSEEKER,STEREO DIVE FOUNDATION,https://open.spotify.com/track/4eBgSyDDQqKHyxCvkqghs7,
1900,Tensei shitara Slime Datta Ken OVA,,1900,Opening Theme,Nameless story,Takuma Terashima,https://open.spotify.com/track/0DR2YxEHLwmb3ZLcqHbjN2,
1901,Tensei shitara Slime Datta Ken OVA,,1900,Opening Theme,Meguru Mono (メグルモノ),Takuma Terashima,https://open.spotify.com/track/4ssMX3TcBfOlyWRvQxJywV,
1902,Tensei shitara Slime Datta Ken OVA,,1900,Ending Theme,Another colony,TRUE,https://open.spotify.com/track/3pJIBjrTwknFm7orJJM3YH,
1903,Tensei shitara Slime Datta Ken OVA,,1900,Ending Theme,Little Soldier (リトルソルジャー),Azusa Tadokoro,https://open.spotify.com/track/4ESR8uG70TFcWKqtePEJpo,
1904,Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,,1900,Opening Theme,Meguru Mono (メグルモノ),Takuma Terashima,https://open.spotify.com/track/4ssMX3TcBfOlyWRvQxJywV,
1905,Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,,1900,Ending Theme,Little Soldier (リトルソルジャー),Azusa Tadokoro,https://open.spotify.com/track/4ESR8uG70TFcWKqtePEJpo,
1906,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,,1900,Opening Theme,Meguru Mono (メグルモノ),Takuma Terashima,https://open.spotify.com/track/4ssMX3TcBfOlyWRvQxJywV,
1907,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,,1900,Ending Theme,Little Soldier (リトルソルジャー),Azusa Tadokoro,https://open.spotify.com/track/4ESR8uG70TFcWKqtePEJpo,
1908,Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Opening Theme,Brand new diary,Akane Kumada,https://open.spotify.com/track/4aSzSvyXczlaKMxQs3rbGh,
1909,Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Ending Theme,Brand new diary,Akane Kumada,https://open.spotify.com/track/4aSzSvyXczlaKMxQs3rbGh,
1910,Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Ending Theme,Kamona Tempest! (カモナ・テンペスト！),"Rimuru (Miho Okasaki), Great Sage (Megumi Toyoguchi), Veldora (Maeno Tomoaki), Shuna (Sayaka Senbongi), Shion (M_A_O), Ranga (Chikahiro Kobayashi), Gobuta (Asuna Tomari)",https://open.spotify.com/track/5WwhNYUfcAXQeR01IK8vAU,
1911,Tensura Nikki: Tensei shitara Slime Datta Ken (The Slime Diaries),Spring 2021,2021,Ending Theme,Oyasumi Orange (おやすみオレンジ),Rimuru (Miho Okasaki),https://open.spotify.com/track/7wlcwTQ6isc29tDRo9c0DC,
1912,The God of High School,Summer 2020,2020,Opening Theme,Contradiction feat_ Tyler Carter,KSUKE,https://open.spotify.com/track/2yuyPke3xjantGgapFPH3e,
1913,The God of High School,Summer 2020,2020,Ending Theme,WIN,CIX,https://open.spotify.com/track/7apQPgVEiRpAIFe8VaeB7h,
1914,To LOVE-Ru (To LOVE Ru),Spring 2008,2008,Opening Theme,forever we can make it!,THYME,https://open.spotify.com/track/1ZyO5l7Lg7fAX9s0VOA4jf,
1915,To LOVE-Ru (To LOVE Ru),Spring 2008,2008,Ending Theme,Lucky Tune (ラッキーチューン),Anna (BON-BON BLANCO),https://open.spotify.com/track/3RjGbCcqfrACquSx7eK3zs,
1916,To LOVE-Ru (To LOVE Ru),Spring 2008,2008,Ending Theme,kiss no Yukue (kissの行方),Anna,https://open.spotify.com/track/1ahskQWsnILOl652I2z1pg,
1917,To LOVE-Ru Darkness (To LOVE Ru Darkness),Fall 2012,2012,Opening Theme,RAKUEN PROJECT (楽園PROJECT),Ray,https://open.spotify.com/track/06xV6DYi7Y9FLF4gmT97gz,
1918,To LOVE-Ru Darkness (To LOVE Ru Darkness),Fall 2012,2012,Ending Theme,Foul Play ni Kurari (ファールプレーにくらり),Kanon Wakeshima,https://open.spotify.com/track/0xPvK69Cm1zwgvFEqKO1L6,
1919,To LOVE-Ru Darkness 2nd (To LOVE Ru Darkness 2),Summer 2015,2015,Opening Theme,secret arms,Ray,https://open.spotify.com/track/2TfN9J3N1T1ZXPobZjJqHi,
1920,To LOVE-Ru Darkness 2nd (To LOVE Ru Darkness 2),Summer 2015,2015,Ending Theme,Gardens,Mami Kawada,https://open.spotify.com/track/5gd2ZeWDfYlVztPeSJkzXM,
1921,To LOVE-Ru Darkness 2nd Specials (To LOVE Ru Darkness 2 Specials),,1900,Opening Theme,secret arms,Ray,https://open.spotify.com/track/2gf0opwEqL1OmIQT8WdhOJ,
1922,To LOVE-Ru Darkness 2nd Specials (To LOVE Ru Darkness 2 Specials),,1900,Ending Theme,Gardens,Mami Kawada,https://open.spotify.com/track/5gd2ZeWDfYlVztPeSJkzXM,
1923,To LOVE-Ru Darkness OVA,,1900,Opening Theme,RAKUEN PROJECT (楽園PROJECT),Ray,https://open.spotify.com/track/06xV6DYi7Y9FLF4gmT97gz,
1924,To LOVE-Ru OVA,,1900,Opening Theme,Yattekoi! Daisuki,Haruka Tomatsu and Sayuri Yahagi, ,
1925,To LOVE-Ru OVA,,1900,Ending Theme,Apple Panic!_ (あっぷる・ぱにっく!_),Haruka Tomatsu and Sayuri Yahagi, ,
1926,To LOVE-Ru OVA,,1900,Ending Theme,Lucky tune (ラッキーチューン),Anna,https://open.spotify.com/track/1Xv9mC4kjcmVbDwPSC7ar2,
1927,Toki wo Kakeru Shoujo (The Girl Who Leapt Through Time),,1900,Opening Theme,夏空～オープニング・テーマ～ (Summer Sky ~ Opening Theme~),Kiyoshi Yoshida, ,
1928,Toki wo Kakeru Shoujo (The Girl Who Leapt Through Time),,1900,Ending Theme,Garnet (ガーネット),Oku Hanako,https://open.spotify.com/track/46o2j2W4LSLP013d8lZTYy,
1929,Tokyo Ghoul,Summer 2014,2014,Opening Theme,unravel,TK from Ling Tosite Sigure,https://open.spotify.com/track/1rN9QoVxw5U7TJkyaUR8C1,
1930,Tokyo Ghoul,Summer 2014,2014,Ending Theme,unravel,TK from Ling Tosite Sigure,https://open.spotify.com/track/1rN9QoVxw5U7TJkyaUR8C1,
1931,Tokyo Ghoul,Summer 2014,2014,Ending Theme,Seijatachi (聖者たち),People In The Box,https://open.spotify.com/track/4KqsLRDsHTHCMhH5ktgc6K,
1932,Tokyo Ghoul √A,Winter 2015,2015,Opening Theme,Munou (無能),österreich,https://open.spotify.com/track/7qHv2Q41uBorzTguYfbUOw,
1933,Tokyo Ghoul √A,Winter 2015,2015,Ending Theme,Kisetsu wa Tsugitsugi Shindeiku (季節は次々死んでいく),Amazarashi,https://open.spotify.com/track/3LHgNuaakJzH1FVZUB1KAe,
1934,"Tokyo Ghoul: ""Pinto"" (Tokyo Ghoul: Pinto)",,1900,Ending Theme,Munou (無能),österreich,https://open.spotify.com/track/7qHv2Q41uBorzTguYfbUOw,
1935,Tokyo Ghoul:re,Spring 2018,2018,Opening Theme,asphyxia,Cö shu Nie,https://open.spotify.com/track/3f3FDZajRpcLQGln7OZqdi,
1936,Tokyo Ghoul:re,Spring 2018,2018,Ending Theme,HALF,Ziyoou-vachi,https://open.spotify.com/track/2EGyafrR4GcmkKMfAExUVd,
1937,Tokyo Ghoul:re 2nd Season,Fall 2018,2018,Opening Theme,katharsis,TK from Ling Tosite Sigure,https://open.spotify.com/track/7MtpXnAhLKdkXjoFaK95TB,
1938,Tokyo Ghoul:re 2nd Season,Fall 2018,2018,Ending Theme,Rakuen no Kimi (楽園の君),osterreich,https://open.spotify.com/track/5TRKqKtEQeG0uhnEErhlwi,
1939,Tokyo Godfathers,,1900,Ending Theme,Ode to Joy,Moonriders, ,
1940,Tokyo Magnitude 8.0,Summer 2009,2009,Opening Theme,Kimi no Uta(キミノウタ),abingdon boys school,https://open.spotify.com/track/3Y8srtSjcTJ0n6O0FbZCVt,
1941,Tokyo Magnitude 8.0,Summer 2009,2009,Ending Theme,M_elody,Shion Tsuji,https://open.spotify.com/track/1nCwb2dvjXcBqC7vqyHcJA,
1942,Tokyo Revengers,Spring 2021,2021,Opening Theme,Cry Baby,Official HiGE DANdism,https://open.spotify.com/track/7vBX6cVsCPFSx2C58hpZ4f,
1943,Tokyo Revengers,Spring 2021,2021,Ending Theme,Koko de Iki wo shite (ここで息をして),eill,https://open.spotify.com/track/1P1PgGMrzIVMju7TOqMGBy,
1944,Tokyo Revengers,Spring 2021,2021,Ending Theme,Tokyo Wonder_ (トーキョーワンダー。),Nakimushi (泣き虫☔︎),https://open.spotify.com/track/52VCp2zDroIKLEDcYvCukV,
1945,Tonari no Kyuuketsuki-san,Fall 2018,2018,Opening Theme,†Kyuutie Ladies† (†吸tie Ladies†),"Sophie Twilight (Miyu Tomita), Akari Amano (Yuu Sasahara), Hinata Natsuki (Lynn), Elly (Azumi Waki)", ,
1946,Tonari no Kyuuketsuki-san,Fall 2018,2018,Ending Theme,Happy!! Strange Friends (HAPPY!!ストレンジフレンズ),"Sophie Twilight (Miyu Tomita), Akari Amano (Yuu Sasahara), Hinata Natsuki (Lynn), Erie (Azuki Waki)", ,
1947,Tonikaku Kawaii (TONIKAWA: Over The Moon For You),Fall 2020,2020,Opening Theme,Koi no Uta (feat_ Tsukasa Tsukuyomi) (恋のうた (feat_ 由崎司)),Yunomi feat_ Tsukasa Tsukuyomi (Akari Kitou), ,
1948,Tonikaku Kawaii (TONIKAWA: Over The Moon For You),Fall 2020,2020,Ending Theme,Tsuki to Hoshizora,KanoeRana,https://open.spotify.com/track/7xnfOaQm2Y8DzusRb8GNt4,
